Date,Close,High,Low,Open,Volume,Ticker
,EFA,EFA,EFA,EFA,EFA,
2020-01-02,59.699623107910156,59.71664973375644,59.444275670256665,59.54641594406908,24749300,EFA
2020-01-03,58.9591064453125,59.325100887249775,58.891019439693146,58.891019439693146,29921500,EFA
2020-01-06,59.18893051147461,59.21446395467069,58.856982762416344,58.86549607473325,22636400,EFA
2020-01-07,59.02720642089844,59.1889268762139,58.984652849436735,59.17190025262584,15107500,EFA
2020-01-08,59.19743728637695,59.35915124001159,58.95060320648272,58.95911002410555,14249500,EFA
2020-01-09,59.3336296081543,59.367676366683305,59.18893575472241,59.30809616269634,13749100,EFA
2020-01-10,59.11231994628906,59.39320079117526,59.04423293332768,59.291067024856076,33832300,EFA
2020-01-13,59.418724060058594,59.45277080758747,59.04422282474716,59.16338319422167,16443000,EFA
2020-01-14,59.478302001953125,59.58044224068819,59.299561454481406,59.30807476448087,28826600,EFA
2020-01-15,59.478302001953125,59.57192893068872,59.401701693216474,59.42723512946202,12217900,EFA
2020-01-16,59.72514724731445,59.75068068835049,59.50385309583275,59.571940107344155,12883400,EFA
2020-01-17,59.90388488769531,59.937931638656735,59.759191066424606,59.88686475909149,18473700,EFA
2020-01-21,59.42723846435547,59.699605955847304,59.418725153878256,59.63151245953604,20026600,EFA
2020-01-22,59.5463981628418,59.716631901695436,59.50384459844325,59.6996052809335,14047000,EFA
2020-01-23,59.4017219543457,59.461302157158286,59.03572742456698,59.32511512572663,18720200,EFA
2020-01-24,59.1463623046875,59.64854376220694,59.044228545957516,59.64854376220694,24107500,EFA
2020-01-27,57.920711517333984,58.23563259719256,57.92071151733398,58.00582514719431,32766700,EFA
2020-01-28,58.465450286865234,58.50800385764498,58.09945581063798,58.184569445951595,18001700,EFA
2020-01-29,58.47395706176758,58.669724267223636,58.38884342651655,58.576097320321274,14916600,EFA
2020-01-30,58.422889709472656,58.448423150467185,57.8611345263308,58.00582835446918,26285300,EFA
2020-01-31,57.43555450439453,57.90368269773831,57.24830062955563,57.87814925912455,40101600,EFA
2020-02-03,57.57174301147461,57.86964399296976,57.53769625733883,57.59727645363786,35288000,EFA
2020-02-04,58.533538818359375,58.61865894963679,58.38033167331606,58.43991836271196,32540000,EFA
2020-02-05,59.095306396484375,59.13786646635906,58.89953916631777,59.095306396484375,28162100,EFA
2020-02-06,59.257015228271484,59.30808210708489,59.154874976890994,59.27403535662473,23422500,EFA
2020-02-07,58.695255279541016,58.94208935718257,58.67823515069677,58.90804260574023,22188200,EFA
2020-02-10,58.814414978027344,58.83994841787339,58.601627654305275,58.601627654305275,13957600,EFA
2020-02-11,59.2144660949707,59.33362649669586,59.09530569324555,59.22297940759532,16040600,EFA
2020-02-12,59.418724060058594,59.461284117907965,59.30807700090457,59.4102172434912,13218100,EFA
2020-02-13,59.001678466796875,59.16339893715336,58.814424552437764,58.88251806561468,20113100,EFA
2020-02-14,58.89952850341797,59.01018206755795,58.74632137086196,58.99315544518852,15005100,EFA
2020-02-18,58.52503204345703,58.644192434828256,58.405871652085814,58.47395866590201,29201900,EFA
2020-02-19,58.720794677734375,58.82293494242495,58.67824110442918,58.729307989897215,16232700,EFA
2020-02-20,58.37183380126953,58.618667933544415,58.039886018427005,58.490994210815295,24607700,EFA
2020-02-21,58.099456787109375,58.235637307149105,57.92922301986692,58.184570423853486,24361900,EFA
2020-02-24,55.77581024169922,56.20138487378147,55.75027680277485,55.75879011366749,51653500,EFA
2020-02-25,54.85658264160156,56.08223999880124,54.77146899040832,56.03117310683637,55520000,EFA
2020-02-26,54.924659729003906,55.69069534808937,54.882106163015116,55.32470091306817,64966000,EFA
2020-02-27,53.298973083496094,54.64378741090312,53.27343964118446,54.05649550959512,80201400,EFA
2020-02-28,52.97553634643555,53.06916004645212,51.63922889560426,52.14140713604341,122342000,EFA
2020-03-02,53.656455993652344,53.767103071793464,52.524425795634286,52.96702384883011,78735900,EFA
2020-03-03,53.22236633300781,54.70336434247609,52.8138150460208,54.10756241158484,77691700,EFA
2020-03-04,54.81401824951172,54.873598442968905,53.707521521016474,54.15863287460564,41681700,EFA
2020-03-05,53.35855484008789,53.937336693171865,53.120234046539416,53.58836556824276,46294000,EFA
2020-03-06,52.5584716796875,52.85637264956649,52.05629343983646,52.396754474164204,64277200,EFA
2020-03-09,48.481475830078125,50.056104388585005,48.311245276877685,49.05174769626793,68431000,EFA
2020-03-10,50.26887893676758,50.53273314234316,48.67722740453672,50.38803931952776,110061600,EFA
2020-03-11,47.70692825317383,49.10281289692374,47.40051391735016,48.9751424215823,77459000,EFA
2020-03-12,42.46384048461914,44.225719376573274,41.88505866778737,44.08953561066445,91385100,EFA
2020-03-13,45.03430938720703,45.36625709510536,42.36170110149777,45.21304996117122,73588700,EFA
2020-03-16,40.38703918457031,41.76590028655144,38.95710795033905,39.65505019003797,54122400,EFA
2020-03-17,42.353187561035156,42.472351189909986,40.31043119776285,40.95730323441319,55045400,EFA
2020-03-18,39.92741394042969,40.95730382468527,38.92305749643396,39.7316499890579,74919600,EFA
2020-03-19,40.54874801635742,41.45096735164796,39.544391684560445,39.88485266875069,65863000,EFA
2020-03-20,40.04657745361328,42.03826712144785,40.0040206342289,41.59566905672048,62803000,EFA
2020-03-23,39.57844924926758,40.54024903262278,39.31459175206324,40.29341491396816,61708000,EFA
2020-03-24,42.93197250366211,43.24690010427722,42.07231307960638,42.58300139630998,51118500,EFA
2020-03-25,44.32785415649414,45.034306340167696,42.795782920813295,43.40861141508564,60405600,EFA
2020-03-26,46.31103515625,46.387638726223436,44.58320304636563,44.58320304636563,60511800,EFA
2020-03-27,44.991756439208984,45.74076879762222,44.29381421212297,44.63427201367285,53372400,EFA
2020-03-30,45.9024772644043,45.936524012135784,44.85556412323541,45.15346504869448,45987700,EFA
2020-03-31,45.50244903564453,45.91100038397564,44.94069052582957,45.187524646762164,64906600,EFA
2020-04-01,43.4852180480957,44.48957448603142,43.45117129670336,44.02995308286553,40960200,EFA
2020-04-02,44.33637237548828,44.515112970236174,43.417129464995206,43.55331323911892,38008700,EFA
2020-04-03,43.32350158691406,43.808656438445894,43.0596441294464,43.62991261403129,33029800,EFA
2020-04-06,45.62159729003906,45.79182778489495,44.76193799898796,44.89812174549734,42257500,EFA
2020-04-07,45.876949310302734,47.230276849052906,45.79183243080077,47.17069340996305,36678000,EFA
2020-04-08,46.25146484375,46.45574215627996,45.62161277308723,46.00463070478231,35282900,EFA
2020-04-09,47.298370361328125,47.46860088517209,46.81321547884302,46.96642262561486,42218200,EFA
2020-04-13,46.84726333618164,47.23028121213083,46.4897789030033,47.153677636941,33424700,EFA
2020-04-14,47.68138885498047,48.03035997235271,47.502648263689686,47.59627196850113,36915600,EFA
2020-04-15,46.19187927246094,46.55787378169738,46.06420556109851,46.34508642734491,30158700,EFA
2020-04-16,46.2174072265625,46.43870786705566,45.77480919245314,46.370614363249466,37284200,EFA
2020-04-17,47.44306182861328,47.5026420178764,46.915346942458825,47.32389820321025,36205100,EFA
2020-04-20,46.736610412597656,47.46859936893147,46.72810034777202,46.86428411312177,25077400,EFA
2020-04-21,45.82588195800781,46.40466378616679,45.68118487752949,46.0471793643617,35535300,EFA
2020-04-22,46.600425720214844,46.70256273047605,46.39614845281541,46.608935784871186,28732700,EFA
2020-04-23,46.45573425292969,47.36646382064449,46.34508392551394,46.69405503793851,34733400,EFA
2020-04-24,46.99195861816406,47.03451543971543,46.447223509800914,46.80470795396258,30445100,EFA
2020-04-27,47.6132926940918,47.723943016913935,47.2302780903361,47.30688166046265,30786900,EFA
2020-04-28,47.97077941894531,48.60062813982803,47.93673266460647,48.58360800953581,35115400,EFA
2020-04-29,49.1708984375,49.34112895721599,48.864484151386634,48.97513447623359,34921800,EFA
2020-04-30,48.14951705932617,48.592115097986586,47.88565959967948,48.50700146423062,52183100,EFA
2020-05-01,47.10260772705078,47.5026489823629,46.90684375550239,47.434555472149235,32088300,EFA
2020-05-04,47.0855827331543,47.0940960450774,46.55787103462262,46.745121687527764,23432000,EFA
2020-05-05,47.170692443847656,47.613290467562045,47.09409212418019,47.43454989458418,23459100,EFA
2020-05-06,46.864280700683594,47.57073291734579,46.864280700683594,47.536686166768206,22596000,EFA
2020-05-07,47.57073974609375,47.80055047516634,47.34092901702116,47.553716368361265,30628700,EFA
2020-05-08,48.379329681396484,48.387839746358075,48.08142870458378,48.15803227674664,20445800,EFA
2020-05-11,48.336769104003906,48.472952860939195,48.013331463703764,48.08993502990967,30772300,EFA
2020-05-12,47.723941802978516,48.53253430110711,47.723941802978516,48.48146417336278,59246700,EFA
2020-05-13,47.357948303222656,48.02184374304523,47.12813759400476,48.01333367835288,31920300,EFA
2020-05-14,46.90684127807617,46.974931537816325,45.970575043351595,46.259965952720705,41217500,EFA
2020-05-15,46.94939041137695,47.1366442770467,46.64297617550885,46.847253415046445,34086000,EFA
2020-05-18,48.84746170043945,48.95811202738336,48.11547272460267,48.14100941351413,39999500,EFA
2020-05-19,48.175048828125,48.71127379343307,48.16653876379556,48.48997640522166,31462400,EFA
2020-05-20,49.179412841796875,49.41773688917892,48.98364886325699,49.09429919786732,32827600,EFA
2020-05-21,48.60914611816406,49.15388125236957,48.46444902177212,49.01769746881819,27554400,EFA
2020-05-22,48.472957611083984,48.50700436537346,48.15803325109929,48.37082059509274,27513100,EFA
2020-05-26,49.86033248901367,50.141210097446475,49.82628573439235,49.95395619390645,46679700,EFA
