Date,Close,High,Low,Open,Volume,Ticker
,SPY,SPY,SPY,SPY,SPY,
2020-01-02,299.4064636230469,299.4249140098017,297.24987779194856,298.18072230420165,59151200,SPY
2020-01-03,297.1391296386719,298.2727309220445,295.9318112243299,295.98710610395057,77709700,SPY
2020-01-06,298.27288818359375,298.3558305467553,295.24994983411784,295.3697648449921,55653900,SPY
2020-01-07,297.4342041015625,298.18071347770706,296.98259152328075,297.7014534457011,40496400,SPY
2020-01-08,299.0194091796875,300.2451505391978,297.37892786268793,297.6277549618272,68296000,SPY
2020-01-09,301.04681396484375,301.1205592286133,300.005380087324,300.5952296951706,48473300,SPY
2020-01-10,300.1806335449219,301.79346742317296,299.7106267972333,301.6368078824737,53029300,SPY
2020-01-13,302.2450866699219,302.25428373831204,300.3742004551012,300.80736268836466,47086800,SPY
2020-01-14,301.7841796875,302.86245826324387,301.22197742210943,301.8026019439326,62832800,SPY
2020-01-15,302.46630859375,303.2312404101614,301.6092092014155,301.6921515820677,72056600,SPY
2020-01-16,304.9822998046875,304.9822998046875,303.62751818129186,303.85792302795375,54050300,SPY
2020-01-17,305.9315490722656,306.14350351863925,304.9177621800766,305.7011442388404,95846000,SPY
2020-01-21,305.33245849609375,306.1434879686503,304.8900992387637,304.96381640645586,77742400,SPY
2020-01-22,305.36932373046875,306.85314537164913,305.2126642058298,306.19877544341773,48914900,SPY
2020-01-23,305.71954345703125,306.1342833761721,303.5906052066956,304.71498183408573,51963000,SPY
2020-01-24,303.000732421875,306.46602959305443,301.7012459826827,306.3830872406276,87578400,SPY
2020-01-27,298.1437683105469,299.63678669967504,297.36961166898345,297.71060622383595,84062500,SPY
2020-01-28,301.2680969238281,302.1528434311375,298.2359620503976,299.5815181319117,63834000,SPY
2020-01-29,301.019287109375,302.8717508769843,300.81652974115116,302.64134605516574,53888900,SPY
2020-01-30,301.99615478515625,302.208137313788,298.1806661488752,298.9363724725857,75491800,SPY
2020-01-31,296.5125732421875,301.5261842429147,295.59095398654773,301.3694965941974,113845600,SPY
2020-02-03,298.71527099609375,300.59538241936576,297.88581917351814,298.00563419383525,69083000,SPY
2020-02-04,303.2680358886719,304.1435854487345,302.03306943724914,302.3556418080927,62573200,SPY
2020-02-05,306.7701416015625,306.98212413461243,304.7518215068036,306.22638966956634,65951100,SPY
2020-02-06,307.80242919921875,307.9959613803611,306.71489703118635,307.7379090969748,50359700,SPY
2020-02-07,306.16192626953125,307.81160447752046,305.60894909410797,306.7333257047532,64139400,SPY
2020-02-10,308.4475402832031,308.51206038428364,305.2310979294225,305.26797057655267,42070000,SPY
2020-02-11,308.9820861816406,310.60411697522704,308.4475312534635,309.8115379014592,54864500,SPY
2020-02-12,310.9728088378906,311.18476328486764,310.0603865695281,310.42902867893986,43992700,SPY
2020-02-13,310.6410827636719,311.6179972350226,309.2586534409383,309.5351280552464,54501900,SPY
2020-02-14,311.1387023925781,311.25851740979283,309.8484409102483,311.0557600250274,64582200,SPY
2020-02-18,310.3369445800781,311.20326916073947,308.93606493870476,310.13418716491066,57226200,SPY
2020-02-19,311.8206481933594,312.5026374261935,311.02806915256156,311.31376886499675,48814700,SPY
2020-02-20,310.53961181640625,312.0971505702574,307.5258989240544,311.2676707600696,74163400,SPY
2020-02-21,307.3415832519531,309.4889436288402,306.51210346524795,309.1755964735546,113788200,SPY
2020-02-24,297.1484375,307.4152594725808,296.06090560521244,297.8120043656406,161088400,SPY
2020-02-25,288.1442565917969,299.1668150883396,287.259509975587,298.54934593323037,218913200,SPY
2020-02-26,287.08441162109375,293.1763016868317,286.34712743217403,289.5543445921227,194773800,SPY
2020-02-27,274.1909484863281,287.1396875294625,274.1909484863281,281.5178045527755,284353500,SPY
2020-02-28,273.0389099121094,274.54115369015636,263.1591510817737,266.07147109385767,384975800,SPY
2020-03-02,284.8633117675781,284.9278318700118,271.38001663842124,274.8360890826444,238703600,SPY
2020-03-03,276.7069091796875,289.24093454649835,274.24620193660775,285.24111103340994,300139100,SPY
2020-03-04,288.3377685546875,288.55897628742844,279.55473872981685,282.12606416533816,176613400,SPY
2020-03-05,278.7529602050781,284.29190109101086,276.49500983915436,281.07545879648234,186366800,SPY
2020-03-06,274.1448059082031,275.3613498539122,267.48151790557137,270.17262989089846,228667200,SPY
2020-03-09,252.73565673828125,261.9149765816967,252.0167948491991,253.72176795910795,309417300,SPY
2020-03-10,265.8135070800781,265.9056465290873,252.06293184164508,262.3297865145666,276444100,SPY
2020-03-11,252.85540771484375,259.84129637962826,249.648191184569,258.69849767349206,255316300,SPY
2020-03-12,228.66297912597656,245.75902100327414,228.2666754899894,235.9345552869573,392220700,SPY
2020-03-13,248.21046447753906,250.2011651223669,229.04078425249784,242.46876731964798,329566100,SPY
2020-03-16,221.05035400390625,236.76394892360543,218.75551730709984,222.27609507181714,297240000,SPY
2020-03-17,232.98536682128906,236.09123349122615,218.4882988607018,225.83359190057925,262070500,SPY
2020-03-18,221.18862915039062,228.90257809191633,210.14763401621605,217.73255681991577,327597100,SPY
2020-03-19,221.6586456298828,227.99017957933341,214.01842806697903,220.49741041194926,289322000,SPY
2020-03-20,212.10646057128906,226.63315552077165,211.82834612801895,224.83469815251166,347158800,SPY
2020-03-23,206.6832733154297,212.92223974470284,202.3354595916545,211.5409611483181,326025200,SPY
2020-03-24,225.40940856933594,226.29010647225974,216.74160696809153,217.31636631906485,235494500,SPY
2020-03-25,228.78387451171875,237.64637636448504,222.25752828879652,227.00396190546724,299430300,SPY
2020-03-26,242.14248657226562,243.62572565621616,230.87895942356934,231.31466868449712,257632800,SPY
2020-03-27,234.9301300048828,241.78094497564413,232.733052958814,234.7910798673419,224341200,SPY
2020-03-30,242.5596466064453,243.2827355904816,235.0320976211001,237.04376970699454,171369500,SPY
2020-03-31,238.94419860839844,244.1170615366453,237.5258306852523,241.54917480521604,194881100,SPY
2020-04-01,228.1905517578125,238.86077537870082,226.10471485273018,229.88703413807121,189554600,SPY
2020-04-02,233.45611572265625,234.24408998929192,226.74435164389214,227.30058042250533,177660400,SPY
2020-04-03,230.0817413330078,234.83745447565542,227.32843521310534,232.46422347898255,135561200,SPY
